关节角1 关节角2 关节角3 关节角4 关节角5 关节角6
167.647212 148.087230 -49.859735 -104.258193 -77.418931 92.080109
166.169459 151.697627 -61.441117 -94.351332 -74.781446 91.232729
167.750484 146.130968 -51.168994 -98.934928 -81.832544 91.393177
167.604537 142.543999 -41.717846 -109.161251 -78.725136 90.557483
166.963141 144.521571 -53.313185 -100.224324 -75.661974 93.873819
169.595510 144.580420 -50.860560 -98.863450 -76.721131 91.145821
169.595510 145.703699 -46.234899 -102.334764 -82.763540 87.242232
169.595510 144.223324 -50.987127 -101.544655 -83.413979 91.605029
168.336542 139.195827 -40.195561 -103.245078 -78.092339 91.835568
168.273950 143.257904 -52.408069 -97.440332 -75.737905 94.994380
169.595510 141.339317 -45.283113 -101.642251 -69.463625 91.980716
169.595510 138.257277 -40.061802 -106.176752 -77.226668 92.330914
169.595510 141.624246 -42.253319 -100.011482 -82.428902 89.976029
49.736618 -146.922738 61.011102 90.488163 41.726148 87.121795
46.926302 -147.106565 54.850678 94.472164 38.252932 88.523780
50.058911 -147.488783 54.118386 96.879014 38.558569 86.757951
50.017496 -141.515482 52.497514 92.149108 42.995566 87.361548
48.352924 -143.199137 56.501995 90.223350 33.394625 88.073520
50.777447 -138.149209 50.210681 90.424847 41.595135 88.062749
51.934583 -146.234596 60.975243 89.116900 37.236060 86.796282
49.273087 -138.676322 46.350155 95.533740 44.100298 88.151869
51.778937 -142.540229 56.196969 89.007378 47.887303 87.708105
52.351436 -140.767658 53.062292 93.098689 40.130264 86.165746
54.686886 -131.655475 47.103317 93.052257 42.423022 83.196581
53.429370 -130.125786 46.822094 88.023633 35.656593 86.096358
54.724661 -135.439127 58.594909 84.065490 44.289532 85.226383
54.820082 -140.139171 64.753465 78.677898 39.448099 87.343988
52.865336 -134.553306 53.574672 88.846616 32.350491 83.915199
54.030522 -132.994097 50.088352 91.807277 47.713308 84.578171
